,away_hitters,away_AB,away_R,away_H,away_RBI,away_HR,away_BB,away_K,away_AVG,away_OBP,away_SLG,home_hitters,home_AB,home_R,home_H,home_RBI,home_HR,home_BB,home_K,home_AVG,home_OBP,home_SLG
10995,J. SolerDH,2,2,1,0,0,2,0,.227,.316,.389,S. SuzukiRF,4,1,2,1,0,0,2,.272,.338,.462
10996,M. YastrzemskiRF,4,1,2,1,0,1,2,.222,.301,.411,I. HappLF,3,1,2,3,1,1,0,.229,.340,.400
10997,T. Estrada2B,3,1,2,4,1,1,0,.243,.277,.401,N. Hoerner2B,4,1,2,0,0,0,0,.245,.332,.335
10998,T. Brooks1B,4,0,0,0,0,1,3,.143,.250,.143,M. Busch1B,3,1,1,2,1,1,0,.255,.350,.450
10999,team,36,7,9,7,3,8,11,,,,P. Crow-ArmstrongCF,0,0,0,0,0,0,0,.207,.260,.283
11000,,,,,,,,,,,,D. SwansonSS,4,0,0,0,0,0,1,.208,.286,.343
11001,,,,,,,,,,,,M. AmayaC,4,0,0,0,0,0,1,.185,.248,.267
11002,,,,,,,,,,,,team,34,6,10,6,2,5,5,,,
11003,gameId: 401569559,,,,,,,,,,,,,,,,,,,,,
11004,C. CarrollCF,3,2,2,1,0,2,0,.218,.310,.321,C. AbramsSS,4,0,2,0,0,0,0,.261,.313,.478
11005,K. Marte2B,4,1,2,3,1,0,1,.286,.349,.514,L. ThomasRF,4,0,0,0,0,0,3,.232,.293,.393
11006,J. PedersonDH,4,0,3,0,0,0,0,.299,.396,.523,J. WinkerLF,3,0,2,0,0,0,0,.265,.378,.394
11007,C. Walker1B,5,0,1,0,0,0,1,.255,.334,.478,L. Garcia Jr.2B,3,0,0,0,0,0,0,.266,.300,.387
11008,L. Gurriel Jr.LF,4,1,2,0,0,0,1,.250,.287,.393,J. Meneses1B,3,0,0,0,0,0,2,.241,.300,.326
11009,J. McCarthyRF,3,0,2,0,0,0,0,.287,.370,.414,E. RosarioDH,3,0,0,0,0,0,1,.182,.233,.344
11010,E. Suarez3B,2,0,1,0,0,2,1,.205,.284,.328,K. RuizC,3,0,0,0,0,0,1,.200,.234,.294
11011,G. MorenoC,3,0,0,1,0,0,0,.227,.310,.330,N. Senzel3B,3,0,0,0,0,0,1,.219,.335,.388
11012,G. PerdomoSS,4,1,1,0,0,0,0,.304,.373,.348,J. YoungCF,3,0,0,0,0,0,0,.261,.317,.319
11013,team,32,5,14,5,1,4,4,,,,team,29,0,4,0,0,0,8,,,
11014,gameId: 401569561,,,,,,,,,,,,,,,,,,,,,
11015,J. Westburg3B,1,0,0,0,0,0,1,.277,.331,.502,A. VolpeSS,5,0,1,1,0,0,0,.265,.321,.401
11016,R. Urias3B,3,0,1,0,0,0,1,.245,.294,.382,J. SotoRF,2,0,0,0,0,3,1,.313,.436,.588
11017,A. RutschmanDH,4,0,2,0,0,0,0,.292,.336,.473,A. JudgeCF,1,1,1,0,0,0,0,.302,.428,.687
11018,R. Mountcastle1B,4,0,1,0,0,0,1,.269,.314,.465,aT. GrishamPH-CF,2,0,0,0,0,0,1,.102,.250,.254
11019,G. HendersonSS,4,1,1,0,0,0,0,.273,.368,.583,A. VerdugoLF,3,1,1,0,0,1,0,.261,.315,.425
11020,A. SantanderRF,4,1,1,2,1,0,0,.231,.305,.502,G. StantonDH,3,0,1,1,0,1,0,.239,.296,.482
11021,A. HaysLF,3,0,1,0,0,0,1,.243,.299,.364,B. Rice1B,4,0,1,0,0,0,0,.250,.250,.250
11022,aC. MullinsPH,1,0,0,0,0,0,0,.188,.239,.322,O. Cabrera3B,0,0,0,0,0,0,0,.237,.275,.350
11023,J. Mateo2B,3,0,0,0,0,1,2,.231,.280,.431,G. Torres2B,1,1,0,1,0,1,0,.221,.301,.332
11024,C. CowserCF,4,0,1,0,0,0,0,.234,.325,.438,A. WellsC,4,1,1,0,0,0,1,.210,.294,.323
11025,J. McCannC,3,0,0,0,0,0,2,.200,.213,.305,D. LeMahieu3B-1B,3,0,0,1,0,0,0,.176,.283,.176
11026,team,34,2,8,2,1,1,8,,,,team,28,4,6,4,0,6,3,,,
11027,gameId: 401569562,,,,,,,,,,,,,,,,,,,,,
11028,J. DuranCF,5,0,1,0,0,0,3,.275,.344,.459,S. Horwitz2B,3,0,1,0,0,1,0,.333,.429,.400
11029,En. Valdez2B,4,0,0,0,0,0,1,.205,.255,.394,K. KiermaierCF,0,0,0,0,0,0,0,.190,.243,.302
11030,aR. GonzalezPH-2B,1,0,0,0,0,0,0,.282,.341,.359,bD. JansenPH,1,0,0,0,0,0,1,.248,.337,.440
11031,R. RefsnyderLF,5,0,1,0,0,0,2,.319,.399,.464,D. SchneiderLF-2B,4,0,1,0,0,0,2,.226,.321,.428
11032,R. Devers3B,5,1,2,0,0,0,2,.284,.374,.556,V. Guerrero Jr.1B,4,0,0,0,0,0,0,.280,.368,.398
11033,T. O'NeillRF,4,2,2,1,1,0,0,.264,.357,.555,D. VarshoCF-LF,4,0,1,0,0,0,1,.216,.296,.446
11034,M. YoshidaDH,4,0,1,1,0,0,0,.248,.327,.347,J. TurnerDH,3,2,1,0,0,1,0,.233,.325,.369
11035,R. McGuireC,2,0,0,0,0,2,0,.219,.298,.324,A. BargerRF,3,1,1,0,0,0,0,.179,.207,.179
11036,D. Smith1B,4,0,2,1,0,0,0,.227,.328,.319,aG. SpringerPH-RF,1,0,0,0,0,0,0,.196,.288,.288
11037,D. HamiltonPR,0,1,0,0,0,0,0,.284,.336,.440,A. KirkC,4,0,0,0,0,0,2,.197,.279,.282
11038,B. Dalbec1B,0,0,0,0,0,0,0,.138,.225,.200,I. Kiner-FalefaSS,4,0,1,1,0,0,1,.269,.311,.374
11039,C. RafaelaSS,4,0,3,1,0,0,1,.251,.279,.408,E. Clement3B,4,0,1,2,0,0,0,.279,.299,.434
11040,team,38,4,12,4,1,2,9,,,,team,35,3,7,3,0,2,7,,,
11041,gameId: 401569563,,,,,,,,,,,,,,,,,,,,,
11042,S. FairchildCF,4,0,0,0,0,0,0,.220,.304,.341,A. McCutchenDH,3,0,1,0,0,1,1,.246,.344,.408
11043,E. De La CruzSS,3,0,0,0,0,1,2,.240,.339,.442,B. ReynoldsLF,4,0,2,0,0,0,1,.270,.335,.439
11044,J. Candelario1B,4,0,1,0,0,0,0,.252,.309,.484,C. Joe1B,3,0,0,0,0,0,1,.248,.323,.409
11045,W. BensonLF,0,0,0,0,0,0,0,.202,.294,.399,bJ. SuwinskiPH,1,0,0,0,0,0,1,.175,.268,.310
11046,S. SteerLF-1B,3,0,1,0,0,1,1,.241,.336,.405,N. Gonzales2B,4,0,0,0,0,0,2,.292,.321,.477
11047,T. StephensonDH,4,0,1,0,0,0,0,.245,.324,.399,K. Hayes3B,4,1,1,1,1,0,1,.241,.307,.325
11048,J. HurtubisePR-DH,0,0,0,0,0,0,0,.192,.306,.250,E. OlivaresRF,2,0,0,0,0,0,1,.221,.291,.357
11049,J. India2B,4,1,2,0,0,0,0,.240,.351,.333,J. TrioloSS,3,0,0,0,0,0,0,.212,.288,.279
11050,S. Espinal3B,4,1,1,2,1,0,0,.204,.257,.314,M. TaylorCF,3,0,0,0,0,0,1,.197,.248,.259
11051,J. FraleyRF,3,0,1,0,0,0,0,.280,.335,.357,J. DelayC,2,0,0,0,0,0,0,.111,.273,.222
11052,L. MaileC,3,0,2,0,0,0,1,.203,.300,.304,aO. CruzPH,1,0,0,0,0,0,0,.250,.300,.430
11053,team,32,2,9,2,1,2,4,,,,Y. GrandalC,0,0,0,0,0,0,0,.185,.211,.283
11054,,,,,,,,,,,,team,30,1,4,1,1,1,9,,,
11055,gameId: 401569564,,,,,,,,,,,,,,,,,,,,,
11056,M. VierlingCF,4,0,1,0,0,0,2,.257,.294,.448,J. KelenicCF,4,1,1,0,0,0,1,.267,.307,.428
11057,W. PerezRF,4,0,0,0,0,0,0,.253,.310,.387,O. Albies2B,4,1,1,1,0,0,0,.260,.317,.406
11058,R. GreeneLF,3,1,1,0,0,1,1,.255,.351,.487,M. OzunaDH,4,0,1,1,0,0,1,.320,.390,.605
11059,M. Canha1B,3,0,1,0,0,0,2,.250,.354,.381,M. Olson1B,3,0,0,0,0,0,1,.255,.336,.460
11060,G. Urshela3B,4,0,1,1,0,0,0,.278,.321,.358,A. Riley3B,3,0,0,0,0,0,1,.240,.308,.396
11061,C. Keith2B,3,0,1,0,0,0,0,.229,.279,.305,T. d'ArnaudC,3,0,0,0,0,0,0,.240,.310,.447
11062,J. MalloyDH,4,0,0,0,0,0,2,.158,.283,.342,A. DuvallRF-LF,3,0,1,0,0,0,1,.171,.254,.310
11063,Z. McKinstrySS,4,0,0,0,0,0,2,.177,.248,.257,F. WallLF,2,0,1,0,0,0,1,.333,.333,.333
11064,C. KellyC,3,0,0,0,0,1,1,.236,.324,.350,aR. LaureanoPH-RF,1,0,0,0,0,0,1,.125,.125,.125
11065,team,32,1,5,1,0,2,10,,,,O. ArciaSS,3,0,0,0,0,0,1,.221,.251,.357
11066,,,,,,,,,,,,team,30,2,5,2,0,0,8,,,
11067,gameId: 401569565,,,,,,,,,,,,,,,,,,,,,
11068,J. Altuve2B,4,0,0,0,0,0,2,.295,.346,.454,T. PhamRF,2,0,0,0,0,2,1,.283,.350,.400
11069,J. PenaSS,4,0,0,0,0,0,1,.278,.314,.375,A. Vaughn1B,4,0,1,2,0,0,0,.235,.288,.388
11070,A. Bregman3B,4,0,2,0,0,0,0,.241,.303,.400,L. Robert Jr.CF,4,0,0,0,0,0,1,.176,.247,.486
11071,Y. DiazDH,4,0,0,0,0,0,0,.255,.283,.403,P. DeJongSS,3,0,0,0,0,0,2,.237,.285,.473
11072,J. Singleton1B,3,0,1,0,0,1,1,.219,.319,.331,L. Sosa3B,3,0,0,0,0,0,0,.253,.292,.374
11073,M. DubonLF,4,0,1,0,0,0,0,.300,.324,.418,A. BenintendiLF,3,0,0,0,0,0,1,.201,.242,.291
11074,V. CaratiniC,4,0,1,0,0,0,0,.240,.281,.423,C. JulksDH,1,1,0,0,0,1,0,.236,.313,.404
11075,J. MeyersCF,3,0,0,0,0,0,0,.249,.308,.405,aG. SheetsPH-DH,1,0,0,0,0,0,0,.232,.339,.408
11076,T. CabbageRF,3,0,2,0,0,0,0,.297,.297,.459,K. LeeC,1,1,0,0,0,2,1,.240,.282,.380
11077,team,33,0,7,0,0,1,4,,,,D. Mendick2B,2,0,1,0,0,0,1,.212,.248,.337
11078,,,,,,,,,,,,bN. LopezPH-2B,1,0,0,0,0,0,0,.239,.292,.269
11079,,,,,,,,,,,,team,25,2,2,2,0,5,7,,,
11080,gameId: 401569566,,,,,,,,,,,,,,,,,,,,,
11081,M. Garcia3B,5,0,0,1,0,0,3,.243,.295,.359,M. SchuemannSS,4,2,1,0,0,1,1,.235,.310,.327
11082,B. Witt Jr.SS,5,0,0,0,0,0,1,.321,.371,.542,J. BledayCF,4,1,3,2,0,0,0,.261,.342,.478
11083,V. PasquantinoDH,3,1,1,0,0,1,0,.241,.326,.420,M. AndujarLF,4,0,2,1,0,0,0,.314,.326,.430
11084,S. Perez1B,4,1,2,0,0,0,1,.296,.372,.482,B. RookerDH,3,0,1,1,0,0,2,.255,.335,.509
11085,N. VelazquezRF,3,0,0,0,0,0,1,.202,.275,.374,T. Soderstrom1B,4,0,0,0,0,0,2,.239,.343,.443
11086,bM. MelendezPH-LF,0,0,0,0,0,1,0,.171,.236,.352,S. LangeliersC,4,0,0,0,0,0,3,.201,.258,.434
11087,F. FerminC,4,1,1,1,0,0,1,.289,.341,.391,T. Nevin3B,3,1,1,0,0,1,0,.222,.313,.349
11088,N. Loftin2B,3,1,1,3,1,1,0,.253,.351,.304,L. ButlerRF,3,1,1,0,0,0,0,.183,.282,.284
11089,G. HampsonLF,2,0,0,0,0,0,0,.289,.337,.371,aD. CameronPH-RF,1,0,0,0,0,0,0,.178,.229,.333
11090,aA. FrazierPH-LF-RF,2,0,1,0,0,0,0,.216,.306,.309,Z. Gelof2B,4,2,2,3,1,0,1,.195,.250,.335
11091,K. IsbelCF,4,1,1,0,0,0,0,.222,.269,.350,team,34,7,11,7,1,2,9,,,
11092,team,35,5,7,5,1,3,7,,,,,,,,,,,,,,
11093,gameId: 401569567,,,,,,,,,,,,,,,,,,,,,
11094,S. OhtaniDH,5,2,2,2,1,0,0,.316,.388,.608,C. BlackmonDH,0,1,0,0,0,0,0,.266,.337,.410
11095,W. SmithC,4,0,0,0,0,1,1,.277,.343,.479,aE. MonteroPH-DH,4,1,2,2,1,0,1,.209,.274,.313
11096,F. Freeman1B,4,1,0,0,0,1,0,.298,.409,.496,B. DoyleCF,5,2,4,2,1,0,1,.274,.342,.407
11097,T. HernándezRF-LF,5,1,1,3,1,0,0,.255,.326,.503,E. TovarSS,5,1,1,1,0,0,1,.285,.312,.483
11098,A. PagesCF,3,2,1,1,1,2,1,.262,.318,.426,R. McMahon3B,5,1,2,2,0,0,1,.268,.345,.465
11099,M. RojasSS,4,1,1,0,0,0,1,.291,.336,.453,M. Toglia1B,5,0,0,0,0,0,2,.178,.227,.378
11100,E. Hernández3B,3,1,0,0,0,1,2,.199,.272,.301,N. JonesLF,1,1,0,1,0,3,0,.196,.304,.290
11101,M. VargasLF,3,1,2,1,0,1,0,.304,.370,.609,H. GoodmanC,4,0,1,0,0,1,1,.198,.244,.444
11102,G. Lux2B,0,0,0,0,0,0,0,.211,.261,.284,J. CaveRF,3,0,0,1,0,0,1,.248,.302,.333
11103,C. Taylor2B,2,1,1,0,0,1,0,.116,.213,.179,A. Trejo2B,3,2,1,0,0,1,0,.145,.161,.145
11104,aJ. HeywardPH-RF,1,1,1,4,1,0,0,.250,.344,.488,team,35,9,11,9,2,5,8,,,
11105,team,34,11,9,11,4,7,5,,,,,,,,,,,,,,
11106,gameId: 401569568,,,,,,,,,,,,,,,,,,,,,
11107,B. Turang2B,5,0,0,0,0,0,2,.285,.352,.397,N. Schanuel1B,4,0,3,1,0,1,0,.233,.313,.362
11108,W. ContrerasDH,4,0,1,0,0,0,0,.304,.366,.464,L. Rengifo3B,4,0,1,0,0,1,0,.314,.361,.431
11109,C. YelichLF,4,1,1,1,1,0,0,.324,.400,.506,T. WardLF,4,0,0,0,0,1,2,.235,.318,.419
11110,W. AdamesSS,3,0,0,0,0,1,1,.238,.328,.430,W. CalhounDH,4,0,0,0,0,0,1,.280,.319,.379
11111,R. Hoskins1B,4,1,1,0,0,0,3,.219,.314,.415,L. O'HoppeC,4,1,1,0,0,0,2,.280,.329,.468
11112,J. Ortiz3B,3,0,1,0,0,1,0,.278,.383,.465,B. Drury2B,3,0,1,0,0,1,1,.173,.233,.236
11113,S. FrelickCF,3,2,2,0,0,1,0,.262,.340,.335,Z. NetoSS,4,1,2,0,0,0,0,.253,.300,.441
11114,G. SanchezC,4,1,1,0,0,0,2,.217,.292,.413,M. MoniakCF,4,1,1,0,0,0,1,.195,.244,.302
11115,J. ChourioRF,3,1,1,2,0,0,1,.224,.275,.358,J. AdellRF,4,0,0,1,0,0,2,.187,.251,.404
11116,team,33,6,8,3,1,3,9,,,,team,35,3,9,2,0,4,9,,,
11117,gameId: 401569569,,,,,,,,,,,,,,,,,,,,,
11118,F. LindorSS,5,0,0,1,0,0,1,.238,.309,.424,M. Semien2B,3,0,0,0,0,1,0,.256,.324,.423
11119,B. NimmoLF-CF-LF,4,2,1,1,1,1,1,.240,.357,.409,C. SeagerSS,4,1,1,2,0,0,0,.259,.348,.456
11120,J.D. MartinezDH,4,0,0,0,0,0,2,.285,.353,.500,J. SmithDH,4,1,2,3,1,0,0,.298,.386,.451
11121,P. Alonso1B,4,1,2,1,0,1,1,.243,.322,.468,N. Lowe1B,4,0,1,0,0,0,0,.253,.346,.337
11122,S. MarteRF,5,1,1,0,0,0,0,.280,.332,.419,W. LangfordLF,4,1,1,1,1,0,1,.236,.296,.330
11123,M. Vientos3B,5,3,3,1,1,0,1,.317,.375,.554,T. JankowskiRF,4,0,0,0,0,0,1,.217,.272,.274
11124,F. AlvarezC,4,0,3,2,0,0,0,.269,.305,.372,J. HeimC,4,0,1,0,0,0,0,.235,.278,.341
11125,J. McNeil2B,3,0,0,0,0,0,1,.220,.287,.306,D. WendzelPR,0,0,0,0,0,0,0,.111,.135,.222
11126,bJ. IglesiasPH-2B,0,0,0,0,0,1,0,.400,.464,.480,E. Duran3B,4,2,2,0,0,0,0,.270,.306,.344
11127,H. BaderCF,2,0,0,1,0,0,1,.271,.318,.387,L. TaverasCF,4,1,1,0,0,0,0,.209,.277,.316
11128,aD. StewartPH-LF,0,0,0,0,0,1,0,.184,.343,.351,team,35,6,9,6,2,1,2,,,
11129,cT. TaylorPH-CF,1,0,0,0,0,0,0,.239,.280,.351,,,,,,,,,,,
11130,team,37,7,10,7,2,4,8,,,,,,,,,,,,,,
11131,gameId: 401569570,,,,,,,,,,,,,,,,,,,,,
11132,L. ArraezDH,4,0,0,0,0,0,0,.333,.358,.386,K. SchwarberDH,4,1,2,1,1,0,1,.257,.377,.468
11133,J. Cronenworth2B,4,0,0,0,0,0,3,.251,.318,.430,T. TurnerSS,5,0,1,0,0,0,1,.340,.386,.449
11134,J. ProfarLF,4,0,1,1,0,0,0,.320,.419,.484,R. MarchanC,0,0,0,0,0,0,0,.417,.417,.667
11135,J. AzocarLF,0,0,0,0,0,0,0,.214,.267,.243,B. Harper1B,4,1,1,0,0,1,0,.282,.390,.516
11136,M. Machado3B,4,0,0,0,0,0,2,.245,.301,.360,A. Bohm3B,5,1,1,0,0,0,2,.305,.356,.484
11137,D. Solano1B,3,0,1,0,0,0,0,.287,.358,.426,B. Stott2B,4,0,2,1,0,1,1,.239,.337,.363
11138,J. MerrillCF,3,0,0,0,0,0,2,.275,.310,.402,N. CastellanosRF,5,1,4,1,0,0,1,.219,.275,.371
11139,D. PeraltaRF,2,1,0,0,0,1,2,.238,.333,.286,B. MarshLF,4,0,2,1,0,0,2,.269,.348,.423
11140,F. Tatis Jr.RF,0,0,0,0,0,0,0,.273,.348,.458,C. PacheCF,2,0,0,0,0,2,0,.212,.321,.288
11141,L. CampusanoC,3,1,1,2,1,0,0,.239,.287,.378,G. StubbsC,3,0,0,0,0,0,3,.183,.256,.197
11142,T. WadeSS,3,1,1,0,0,0,0,.253,.333,.277,aE. SosaPH-SS,1,0,0,0,0,0,1,.275,.336,.496
11143,team,30,3,4,3,1,1,9,,,,team,37,4,13,4,1,4,12,,,
11144,gameId: 401569571,,,,,,,,,,,,,,,,,,,,,
11145,J.P. CrawfordSS,3,1,2,3,1,2,0,.208,.305,.375,S. KwanLF,5,0,1,1,0,0,0,.392,.450,.536
11146,J. Rojas3B,5,1,2,0,0,0,2,.266,.336,.402,A. Gimenez2B,5,0,0,0,0,0,0,.256,.308,.347
11147,J. RodriguezCF,5,0,0,0,0,0,2,.264,.314,.355,H. GaddisP,0,0,0,0,0,0,0,.000,.000,.000
11148,C. RaleighC,5,1,1,1,0,0,0,.206,.285,.395,J. Ramirez3B,5,1,2,1,0,0,0,.271,.331,.532
11149,T. France1B,2,1,0,0,0,3,1,.249,.335,.399,J. Naylor1B,4,2,1,0,0,1,1,.229,.316,.470
11150,L. RaleyLF,5,1,2,1,1,0,2,.258,.305,.444,D. FryDH-C,5,0,2,0,0,0,2,.317,.439,.545
11151,V. RoblesLF,0,0,0,0,0,0,0,.364,.417,.545,W. BrennanRF,5,1,3,1,0,0,1,.249,.306,.386
11152,M. GarverDH,5,0,2,2,0,0,1,.179,.301,.358,D. SchneemannCF-2B,3,0,1,1,0,1,0,.370,.485,.630
11153,D. CanzoneRF,3,0,0,0,0,0,1,.204,.282,.418,B. RocchioSS,3,0,0,0,0,0,0,.210,.313,.301
11154,aM. HanigerPH-RF,1,0,0,0,0,1,0,.224,.290,.345,B. NaylorC,2,0,0,0,0,0,1,.173,.247,.260
11155,D. Moore2B,4,3,2,1,1,1,0,.210,.323,.409,aJ. RodríguezPH,0,1,0,0,0,1,0,.130,.310,.174
11156,team,38,8,11,8,3,7,9,,,,A. HedgesC,0,0,0,0,0,0,0,.123,.164,.193
11157,,,,,,,,,,,,bT. FreemanPH-CF,0,0,0,0,0,0,0,.223,.316,.363
11158,,,,,,,,,,,,team,37,5,10,4,0,3,5,,,
11159,gameId: 401569572,,,,,,,,,,,,,,,,,,,,,
11160,A. SlaterLF,3,0,0,0,0,0,2,.219,.359,.266,N. Hoerner2B,5,0,0,0,0,0,0,.239,.326,.328
11161,aM. ConfortoPH-LF,1,0,0,0,0,0,0,.234,.294,.415,M. Busch1B,4,1,2,0,0,0,2,.260,.353,.456
11162,H. RamosCF,4,0,0,0,0,0,1,.319,.394,.560,C. BellingerRF,3,1,2,1,0,1,0,.264,.323,.435
11163,W. Flores1B,4,0,0,0,0,0,0,.212,.286,.326,S. SuzukiDH,4,0,1,0,0,0,1,.271,.336,.457
11164,M. Chapman3B,4,0,1,0,0,0,2,.230,.308,.383,I. HappLF,4,2,2,1,0,0,2,.234,.343,.402
11165,T. Estrada2B,4,0,0,0,0,0,2,.240,.273,.395,D. SwansonSS,4,1,1,2,1,0,0,.209,.286,.355
11166,J. SolerDH,3,1,0,0,0,1,3,.224,.315,.384,P. Crow-ArmstrongCF,4,0,0,0,0,0,1,.198,.250,.271
11167,N. AhmedSS,3,0,1,0,0,0,0,.250,.283,.300,D. Bote3B,3,0,1,0,0,1,0,.316,.350,.368
11168,M. YastrzemskiRF,2,1,0,0,0,1,1,.219,.301,.406,M. AmayaC,3,0,1,0,0,0,0,.188,.250,.268
11169,C. CasaliC,3,0,2,2,0,0,1,.243,.349,.297,aC. MorelPH,1,0,1,1,0,0,0,.199,.303,.375
11170,team,31,2,4,2,0,2,12,,,,Y. GomesC,0,0,0,0,0,0,0,.154,.179,.242
11171,,,,,,,,,,,,team,35,5,11,5,1,2,6,,,
11172,gameId: 401569573,,,,,,,,,,,,,,,,,,,,,
11173,B. Donovan3B,5,1,1,2,1,0,0,.247,.319,.380,J. Chisholm Jr.CF,4,1,1,1,0,0,2,.266,.333,.446
11174,A. BurlesonLF,5,2,2,1,1,0,1,.274,.305,.444,B. De La CruzRF,5,1,2,0,0,0,1,.245,.297,.416
11175,P. Goldschmidt1B,4,1,1,2,1,1,1,.230,.303,.360,J. Bell1B,4,1,2,1,0,0,0,.244,.308,.371
11176,N. Gorman2B,5,0,0,0,0,0,3,.201,.278,.427,E. Rivera3B,0,0,0,0,0,0,0,.209,.292,.252
11177,I. HerreraC,4,1,1,0,0,1,1,.279,.340,.378,J. SánchezDH,5,2,3,3,1,0,1,.241,.286,.365
11178,P. PagesC,0,0,0,0,0,0,0,.116,.216,.279,J. Burger3B-1B,5,0,1,0,0,0,0,.224,.262,.353
11179,M. CarpenterDH,4,1,2,0,0,0,0,.212,.297,.318,N. GordonLF,5,1,1,0,0,0,1,.225,.251,.365
11180,aJ. FerminPH-DH,1,1,0,0,0,0,0,.176,.263,.235,Tim AndersonSS,5,1,2,1,0,0,1,.226,.252,.241
11181,B. CrawfordSS,4,0,1,1,0,0,0,.190,.292,.310,O. Lopez2B,5,1,0,0,0,0,2,.258,.293,.371
11182,D. CarlsonRF,3,0,0,1,0,1,1,.171,.261,.197,C. BethancourtC,4,1,2,2,1,0,1,.159,.198,.268
11183,M. SianiCF,5,1,2,1,0,0,1,.217,.261,.294,aV. BrujanPH,1,0,1,1,0,0,0,.244,.314,.354
11184,team,40,8,10,8,3,3,8,,,,team,43,9,15,9,2,0,9,,,
11185,gameId: 401569574,,,,,,,,,,,,,,,,,,,,,
11186,G. HendersonSS,4,2,1,0,0,1,1,.273,.371,.582,A. VolpeSS,4,2,3,0,0,1,0,.272,.328,.409
11187,A. RutschmanC,4,0,0,0,0,1,1,.288,.333,.467,J. SotoRF,4,2,1,0,0,1,0,.312,.435,.583
11188,R. Mountcastle1B,4,0,2,1,0,1,1,.273,.319,.470,G. StantonDH,4,1,2,4,1,1,1,.243,.301,.494
11189,R. O'HearnDH,4,0,2,2,0,0,0,.286,.344,.479,A. WellsPR-DH,0,0,0,0,0,0,0,.210,.294,.323
11190,aA. HaysPH-DH,1,0,0,0,0,0,1,.241,.297,.361,A. VerdugoLF-CF,4,0,0,0,0,1,1,.257,.314,.419
11191,A. SantanderRF,5,1,0,0,0,0,2,.227,.300,.492,G. Torres2B,3,1,0,1,0,1,1,.219,.299,.328
11192,C. CowserLF,4,0,0,0,0,0,2,.229,.322,.429,D. LeMahieu3B,5,0,2,0,0,0,1,.196,.292,.196
11193,C. MullinsCF,5,2,2,1,0,0,0,.193,.242,.324,O. CabreraPR,0,0,0,0,0,0,0,.237,.275,.350
11194,R. Urias3B,5,1,2,2,1,0,0,.252,.298,.421,B. Rice1B,3,0,1,1,0,1,0,.286,.333,.286
11195,J. Mateo2B,5,1,2,0,0,0,1,.237,.284,.430,J. TrevinoC,3,0,0,0,0,2,0,.265,.320,.441
11196,team,41,7,11,6,1,3,9,,,,T. GrishamCF,1,0,0,0,0,1,0,.100,.257,.250
11197,,,,,,,,,,,,aJ. JonesPH-LF,3,0,0,0,0,0,1,.200,.333,.400
11198,,,,,,,,,,,,team,34,6,9,6,1,9,5,,,
11199,gameId: 401569577,,,,,,,,,,,,,,,,,,,,,
11200,J. DuranLF,5,1,2,2,1,0,1,.277,.345,.468,S. Horwitz2B,4,0,2,0,0,1,0,.353,.450,.412
11201,D. HamiltonSS,5,0,2,1,0,0,0,.288,.338,.438,J. TurnerDH,4,1,2,0,0,0,1,.238,.331,.371
11202,T. O'NeillRF,4,0,0,0,0,1,1,.258,.353,.543,V. Guerrero Jr.1B,5,0,1,0,0,0,1,.278,.365,.394
11203,R. Devers3B,5,0,0,0,0,0,0,.278,.367,.544,D. VarshoLF,4,0,0,0,0,1,2,.213,.294,.438
11204,M. YoshidaDH,5,1,1,0,0,0,1,.245,.322,.340,D. JansenC,4,0,0,0,0,0,1,.241,.329,.428
11205,En. Valdez2B,3,3,2,1,1,1,0,.215,.268,.422,G. SpringerRF,4,0,1,0,0,0,3,.197,.288,.291
11206,R. McGuireC,3,0,1,0,0,1,1,.222,.304,.324,A. Barger3B,4,1,2,0,0,0,0,.219,.242,.250
11207,D. Smith1B,4,1,1,1,0,0,0,.228,.326,.325,I. Kiner-FalefaSS,3,1,1,0,0,0,0,.270,.314,.374
11208,R. GonzalezCF,4,1,1,1,0,0,0,.279,.333,.349,K. KiermaierCF,4,0,1,1,0,0,2,.192,.243,.300
11209,team,38,7,10,6,2,3,4,,,,team,36,3,10,1,0,2,10,,,
11210,gameId: 401569578,,,,,,,,,,,,,,,,,,,,,
11211,J. Altuve2B,5,0,2,0,0,0,3,.297,.347,.453,T. PhamRF,4,0,1,0,0,0,0,.282,.348,.396
11212,M. Dubon1B,5,0,1,1,0,0,1,.297,.321,.411,G. Sheets1B,4,0,0,0,0,0,1,.228,.333,.400
11213,A. Bregman3B,4,0,1,0,0,1,0,.241,.305,.398,L. Robert Jr.CF,3,0,2,0,0,1,1,.195,.271,.494
11214,Y. DiazDH,4,1,1,0,0,1,1,.255,.285,.404,A. VaughnDH,4,0,1,0,0,0,2,.235,.288,.386
11215,J. PenaSS,4,0,1,0,0,0,1,.278,.313,.374,A. BenintendiLF,3,1,1,1,1,0,0,.203,.243,.307
11216,J. MeyersCF,4,2,2,0,0,0,1,.254,.312,.418,aC. JulksPH,1,0,0,0,0,0,1,.233,.310,.400
11217,V. CaratiniC,1,0,1,0,0,0,0,.248,.287,.429,P. DeJongSS,4,0,1,0,0,0,1,.237,.285,.469
11218,C. SalazarC,2,0,2,2,0,0,0,.750,.750,1.000,L. Sosa3B,4,0,0,0,0,0,2,.242,.280,.358
11219,C. McCormickRF-LF,3,1,1,1,0,0,1,.209,.273,.296,K. LeeC,4,0,2,0,0,0,0,.246,.286,.383
