Unnamed: 0,away_hitters,away_AB,away_R,away_H,away_RBI,away_HR,away_BB,away_K,away_AVG,away_OBP,away_SLG,home_hitters,home_AB,home_R,home_H,home_RBI,home_HR,home_BB,home_K,home_AVG,home_OBP,home_SLG
219,S. TorkelsonDH,5,0,2,0,0,0,2,0.5,0.7,1.167,T. Edman2B,4,1,1,0,0,0,1,0.222,0.222,0.556
220,C. Keith1B,2,0,0,0,0,1,2,0,0.125,0,M. ConfortoLF,4,1,1,1,0,0,1,0.273,0.333,0.455
221,bA. IbanezPH-1B,1,0,0,0,0,1,0,0,0.143,0,A. PagesCF,3,0,0,0,0,0,1,0.182,0.4,0.273
222,Z. McKinstry3B-2B,3,1,0,0,0,2,2,0.25,0.571,0.75,A. BarnesC,3,0,0,0,0,0,2,0,0,0
223,D. DinglerC,5,1,2,3,1,0,2,0.4,0.4,1.4,aW. SmithPH,1,1,1,1,0,0,0,0.5,0.692,0.625
224,T. SweeneySS,5,0,1,0,0,0,1,0.167,0.167,0.167,team,35,8,8,8,3,2,10,,,
225,R. KreidlerCF,4,1,0,0,0,0,3,0.167,0.167,0.167,,,,,,,,,,,
226,team,39,5,10,5,2,5,16,,,,,,,,,,,,,,
227,gameId: 401694929,,,,,,,,,,,,,,,,,,,,,
228,L. ButlerRF,4,2,1,0,0,1,0,0.143,0.333,0.286,V. RoblesRF,4,0,0,0,0,0,1,0,0,0
229,B. RookerDH,5,1,2,2,1,0,2,0.222,0.222,0.556,J. RodriguezCF,4,0,1,0,0,0,3,0.143,0.25,0.143
230,J. BledayCF,4,1,2,1,0,1,1,0.25,0.333,0.25,C. RaleighDH,3,0,0,0,0,1,2,0,0.25,0
231,S. LangeliersC,4,0,1,1,0,1,0,0.143,0.25,0.143,R. ArozarenaLF,3,0,0,0,0,1,2,0.167,0.375,0.667
232,T. Soderstrom1B,5,0,2,1,0,0,1,0.5,0.5,1.375,M. GarverC,3,0,1,0,0,1,0,0.333,0.5,0.333
233,S. BrownLF,1,0,0,0,0,1,0,0,0.667,0,J. Polanco3B-2B,3,0,1,0,0,0,1,0.667,0.667,1.167
234,aM. AndujarPH-LF,1,0,0,0,0,1,0,0,0.2,0,bM. MastrobuoniPH,1,0,1,0,0,0,0,1,1,1
235,G. Urshela3B,4,0,1,0,0,0,1,0.143,0.143,0.143,D. Solano1B-3B,4,0,0,0,0,0,3,0,0,0
236,bL. UriasPH-3B,1,1,1,1,1,0,0,1,1,4,D. Moore2B,2,0,1,0,0,0,0,0.5,0.5,0.5
237,M. Muncy2B,5,1,1,1,1,0,0,0.125,0.125,0.5,aL. RaleyPH-1B,1,0,0,0,0,0,1,0.25,0.4,0.25
238,J. WilsonSS,4,1,1,0,0,0,0,0.286,0.286,0.286,J.P. CrawfordSS,3,0,0,0,0,0,0,0,0.167,0
239,team,38,7,12,7,3,5,5,,,,team,31,0,5,0,0,3,13,,,
240,gameId: 401694930,,,,,,,,,,,,,,,,,,,,,
241,B. DoyleCF,4,0,1,1,0,0,0,0.111,0.111,0.111,Y. DiazDH,5,0,0,0,0,0,0,0.111,0.111,0.111
242,E. TovarSS,4,0,0,0,0,0,1,0.25,0.25,0.375,B. Lowe2B,5,0,2,0,0,0,0,0.333,0.333,0.333
243,R. McMahon3B,4,0,1,0,0,0,1,0.571,0.625,0.714,J. Caminero3B,5,0,3,0,0,0,1,0.444,0.444,0.556
244,K. BryantDH,4,0,0,0,0,0,2,0,0,0,J. Aranda1B,3,0,2,0,0,0,1,0.667,0.5,1.333
245,M. Toglia1B,4,0,0,0,0,0,1,0,0.125,0,aC. MeadPH-1B,2,0,0,0,0,0,0,0,0,0
246,H. GoodmanC,4,1,1,0,0,0,2,0.375,0.375,0.625,C. MorelLF,2,1,2,0,0,2,0,0.5,0.667,0.5
247,N. MartiniRF,2,1,1,0,0,0,1,0.2,0.333,0.2,K. MisnerRF,4,0,2,0,0,0,1,0.6,0.6,1.2
248,aS. BouchardPH,1,0,0,0,0,0,1,0,0,0,D. JansenC,4,0,0,0,0,0,0,0,0.143,0
249,M. MoniakRF,0,0,0,0,0,0,0,0,0,0,T. WallsSS,3,0,1,1,0,1,0,0.167,0.286,0.167
250,K. Farmer2B,3,0,1,1,0,0,0,0.167,0.143,0.167,J. DeLucaCF,2,0,0,0,0,2,0,0.2,0.429,0.2
251,J. BeckLF,3,0,1,0,0,0,0,0.167,0.286,0.167,team,35,1,12,1,0,5,3,,,
252,team,33,2,6,2,0,0,9,,,,,,,,,,,,,,
253,gameId: 401694932,,,,,,,,,,,,,,,,,,,,,
254,J. ChourioLF-RF,6,1,2,1,0,0,0,0.182,0.182,0.273,P. Goldschmidt1B,3,3,2,1,1,1,0,0.286,0.444,0.857
255,C. YelichDH,3,0,1,1,0,1,1,0.143,0.333,0.143,aO. CabreraPH-1B-RF,1,0,0,0,0,0,0,0.25,0.25,0.25
256,aI. CollinsPH-LF,2,0,1,0,0,0,1,0.5,0.5,0.75,C. BellingerLF,5,3,3,4,1,0,0,0.571,0.5,1
257,W. ContrerasC,4,0,1,0,0,0,2,0.125,0.125,0.125,A. JudgeRF,6,4,4,8,3,0,0,0.5,0.5,1.6
258,E. HaaseC,2,1,1,0,0,0,0,0.5,0.5,0.5,B. Rice1B,0,0,0,0,0,0,0,0.5,0.667,0.5
259,R. Hoskins1B,4,0,1,1,0,0,1,0.167,0.375,0.167,J. Chisholm Jr.2B,5,2,2,1,1,0,1,0.25,0.4,0.625
260,J. Bauers1B-P,1,0,1,1,0,0,0,1,1,2,A. VolpeSS,4,2,1,3,1,2,1,0.25,0.4,1
261,S. FrelickRF-3B,3,1,1,0,0,1,0,0.429,0.556,0.429,A. WellsC,3,1,1,1,1,1,0,0.333,0.5,1.333
262,J. OrtizSS,5,0,0,0,0,0,1,0.222,0.222,0.222,bJ.C. EscarraPH-C,2,0,0,0,0,0,1,0,0,0
263,G. MitchellCF,4,2,2,0,0,0,1,0.333,0.429,0.333,P. Reyes3B,3,0,0,0,0,1,0,0,0.25,0
264,V. Capra3B,3,1,1,1,0,0,0,0.333,0.333,0.833,cO. PerazaPH-3B,1,1,1,2,1,0,0,1,1,4
265,O. Dunn3B-1B,2,0,0,0,0,0,1,0,0,0,J. DominguezDH,3,1,1,0,0,2,1,0.167,0.375,0.167
266,B. Turang2B,5,3,1,2,1,0,1,0.25,0.222,0.625,T. GrishamCF,4,3,1,0,0,1,1,0.4,0.5,0.4
267,team,44,9,13,7,1,2,9,,,,team,40,20,16,20,9,8,5,,,
268,gameId: 401694933,,,,,,,,,,,,,,,,,,,,,
269,K. SchwarberDH,5,1,2,3,1,0,2,0.444,0.5,1.111,C. AbramsSS,4,0,2,0,0,1,2,0.222,0.3,0.222
270,bK. ClemensPH-DH,1,0,0,0,0,0,0,0,0,0,D. CrewsRF,5,0,0,0,0,0,5,0,0.111,0
271,A. Bohm3B,5,0,2,0,0,1,0,0.4,0.455,0.5,J. WoodLF,5,0,2,0,0,0,3,0.25,0.333,0.375
272,B. Harper1B,5,1,2,0,0,0,0,0.333,0.4,0.667,J. BellDH,4,1,0,0,0,1,1,0,0.111,0
273,J.T. RealmutoC,4,0,0,0,0,0,0,0.111,0.111,0.333,A. Rosario2B,5,3,3,1,1,0,0,0.6,0.6,1.2
274,R. MarchanC,0,0,0,0,0,1,0,0,1,0,N. Lowe1B,5,1,2,3,1,0,2,0.333,0.333,0.667
275,M. KeplerLF-RF,4,1,0,0,0,1,2,0.143,0.4,0.286,K. RuizC,3,1,2,2,1,0,1,0.571,0.571,1.571
276,N. CastellanosRF,2,2,0,0,0,2,0,0.167,0.444,0.167,R. AdamsC,2,0,0,0,0,0,0,0,0,0
277,aJ. RojasPH-CF,1,0,1,1,0,0,0,1,1,1,P. DeJong3B,2,0,0,0,0,1,1,0,0.143,0
278,B. Stott2B,3,3,2,2,1,2,0,0.286,0.444,0.857,aJ. TenaPH-3B,1,0,1,0,0,0,0,1,1,1
279,B. MarshCF-LF,5,2,3,3,1,0,0,0.333,0.333,0.667,J. YoungCF,3,0,0,0,0,1,0,0,0.375,0
280,E. SosaSS,4,1,2,1,0,1,1,0.5,0.6,0.75,team,39,6,12,6,3,4,15,,,
281,team,39,11,14,10,3,8,5,,,,,,,,,,,,,,
282,gameId: 401694934,,,,,,,,,,,,,,,,,,,,,
283,J. BaeLF,4,0,0,0,0,0,3,0,0,0,X. EdwardsSS,4,1,1,1,0,1,2,0.273,0.4,0.364
284,aA. McCutchenPH,1,0,0,0,0,0,1,0.125,0.222,0.25,O. Lopez2B,5,1,3,1,0,1,0,0.455,0.571,0.727
285,T. PhamLF-RF,1,0,0,0,0,0,1,0.111,0.273,0.222,J. Bride3B,5,0,0,0,0,1,1,0.083,0.214,0.083
286,B. ReynoldsDH,5,1,2,0,0,1,0,0.214,0.313,0.214,E. Wagaman1B,6,0,0,0,0,0,0,0,0,0
287,O. CruzCF,2,1,0,0,0,4,1,0.2,0.5,0.5,D. MyersRF,6,2,3,1,0,0,1,0.4,0.4,0.6
288,J. BartC,6,0,3,1,0,0,1,0.333,0.467,0.333,D. HillCF,5,0,2,1,0,0,3,0.364,0.417,0.545
289,J. SuwinskiRF,5,0,1,1,0,1,0,0.2,0.333,0.4,K. StowersDH,5,0,3,1,0,0,0,0.333,0.429,0.333
290,E. Valdez2B,0,0,0,0,0,0,0,0,0,0,N. FortesC,3,1,1,0,0,0,1,0.333,0.429,0.833
291,K. Hayes3B,5,1,0,0,0,0,0,0.154,0.154,0.154,bL. HicksPH-C,2,0,0,0,0,0,0,0,0.167,0
292,J. Triolo1B,4,0,0,0,0,0,1,0,0,0,J. SanojaLF,1,0,0,0,0,0,1,0,0,0
293,bE. RodriguezPH-1B,1,0,0,0,0,0,0,0,0.222,0,aG. ConinePH-LF,3,0,0,0,0,0,0,0.143,0.143,0.143
294,A. Frazier2B-LF,5,1,1,1,0,0,2,0.25,0.3,0.25,team,45,5,13,5,0,3,9,,,
295,I. Kiner-FalefaSS,3,0,2,0,0,2,0,0.333,0.538,0.333,,,,,,,,,,,
296,team,42,4,9,3,0,8,10,,,,,,,,,,,,,,
297,gameId: 401694935,,,,,,,,,,,,,,,,,,,,,
298,H. RamosLF,4,1,1,0,0,0,0,0.25,0.25,0.75,T. FriedlCF,4,0,0,0,0,0,1,0.222,0.222,0.222
299,W. AdamesSS,4,0,1,0,0,0,0,0.125,0.125,0.125,M. McLain2B,4,2,2,1,1,0,1,0.222,0.222,0.667
300,J. LeeCF,4,0,1,1,0,0,0,0.167,0.375,0.167,E. De La CruzSS,4,0,1,1,0,0,2,0.286,0.375,0.286
301,M. Chapman3B,4,0,1,0,0,0,1,0.25,0.25,0.25,G. LuxLF,4,0,0,0,0,0,2,0.143,0.25,0.143
302,W. Flores1B,4,1,1,1,1,0,0,0.25,0.25,1,B. DunnLF,0,0,0,0,0,0,0,0,0,0
303,L. MatosRF,4,0,2,0,0,0,0,0.5,0.5,0.75,J. CandelarioDH,3,0,1,0,0,1,1,0.5,0.625,0.5
304,P. BaileyC,3,0,0,0,0,0,0,0.143,0.143,0.143,C. Encarnacion-Strand1B,4,1,2,1,1,0,1,0.5,0.5,1
305,C. SchmittDH,1,0,0,0,0,0,0,0,0.5,0,S. Espinal3B,3,0,2,0,0,0,0,0.667,0.667,0.667
306,aL. Wade Jr.PH-DH,1,0,0,0,0,0,0,0,0,0,J. FraleyRF,3,0,0,0,0,0,1,0,0,0
307,T. Fitzgerald2B,3,0,1,0,0,0,0,0.167,0.167,0.167,J. TrevinoC,3,0,0,0,0,0,0,0,0.167,0
308,team,32,2,8,2,1,0,1,,,,team,32,3,8,3,2,1,9,,,
309,gameId: 401694936,,,,,,,,,,,,,,,,,,,,,
310,T. WardLF,4,0,2,0,0,0,0,0.375,0.375,0.5,M. Vargas3B,4,0,0,0,0,0,2,0.25,0.25,0.375
311,N. Schanuel1B,4,0,0,0,0,0,2,0.125,0.125,0.125,L. Robert Jr.CF,4,0,0,0,0,0,2,0.125,0.125,0.25
312,M. TroutRF,4,0,0,0,0,0,1,0,0.25,0,A. BenintendiLF,2,0,1,0,0,2,0,0.333,0.5,0.833
313,J. SolerDH,2,1,1,0,0,2,0,0.167,0.375,0.167,A. Vaughn1B,4,0,0,0,0,0,0,0,0,0
314,Y. Moncada3B,3,0,1,1,0,1,1,0.333,0.6,0.333,N. MatonDH,3,0,0,0,0,0,0,0,0.25,0
315,L. O'HoppeC,4,0,0,0,0,0,1,0.25,0.25,0.625,L. Sosa2B,3,0,0,0,0,0,1,0.143,0.143,0.571
316,L. Rengifo2B,4,0,2,0,0,0,0,0.25,0.25,0.25,M. ThaissC,1,0,0,0,0,2,0,0,0.667,0
317,J. AdellCF,1,0,1,0,0,1,0,0.5,0.6,0.5,M. TaylorPR-RF,0,0,0,0,0,0,0,0.333,0.333,0.333
318,K. ParisPR-CF,2,0,1,0,0,0,1,0.333,0.333,0.333,J. AmayaSS,2,0,0,0,0,0,1,0.167,0.167,0.167
319,K. NewmanSS,4,0,0,0,0,0,1,0,0,0,aT. JankowskiPH,1,0,0,0,0,0,0,0,0,0
320,team,32,1,8,1,0,4,7,,,,K. LeeC,0,0,0,0,0,0,0,0.333,0.5,0.333
321,,,,,,,,,,,,B. BaldwinRF-SS,3,0,1,0,0,0,1,0.333,0.333,0.333
322,,,,,,,,,,,,team,27,0,2,0,0,4,7,,,
323,gameId: 401694937,,,,,,,,,,,,,,,,,,,,,
324,J. DuranCF-RF,4,0,0,0,0,1,1,0.25,0.308,0.25,M. Semien2B,4,0,1,1,0,0,1,0.167,0.167,0.167
325,R. DeversDH,4,0,0,1,0,1,3,0,0.077,0,C. SeagerSS,4,1,2,0,0,0,0,0.25,0.25,0.25
326,A. Bregman3B,4,0,2,0,0,1,0,0.25,0.308,0.25,W. LangfordLF,4,1,1,0,0,0,2,0.273,0.333,0.273
327,T. Casas1B,5,0,1,0,0,0,3,0.077,0.077,0.077,J. PedersonDH,2,0,0,0,0,1,1,0.167,0.286,0.167
328,T. StorySS,4,0,0,0,0,0,1,0.091,0.167,0.091,A. GarcíaRF,3,1,3,3,1,0,0,0.333,0.5,0.889
329,W. AbreuRF,3,1,1,0,0,0,0,0.667,0.727,1.444,J. Burger1B,3,0,0,0,0,0,0,0.111,0.273,0.222
330,aR. GonzalezPH-2B,0,1,0,0,0,1,0,0,1,0,J. Smith3B,0,0,0,0,0,0,0,0,0,0
331,K. CampbellLF,3,1,2,1,1,1,0,0.5,0.583,0.9,aE. DuranPH-3B,4,0,0,0,0,0,1,0,0,0
332,D. Hamilton2B,3,0,0,0,0,0,1,0,0,0,J. HeimC,3,0,0,0,0,0,0,0.333,0.333,1.333
333,bC. WongPH-C,1,0,0,0,0,0,1,0.125,0.222,0.125,L. TaverasCF,3,1,1,0,0,0,0,0.4,0.5,0.4
334,C. NarvaezC,3,0,1,1,0,1,1,0.333,0.5,0.333,team,30,4,8,4,1,1,5,,,
335,C. RafaelaPR-CF,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
336,team,34,3,7,3,1,6,11,,,,,,,,,,,,,,
337,gameId: 401694938,,,,,,,,,,,,,,,,,,,,,
338,S. KwanLF,3,2,1,1,1,1,0,0.429,0.5,1,J. IndiaLF,3,1,2,0,0,1,0,0.25,0.333,0.25
339,J. Ramirez3B,2,0,0,0,0,1,0,0,0.125,0,B. Witt Jr.SS,4,0,1,1,0,0,0,0.222,0.222,0.333
340,G. Arias3B,1,0,0,0,0,0,0,0.2,0.2,0.4,V. PasquantinoDH,3,0,0,0,0,1,1,0.286,0.375,0.857
341,K. ManzardoDH,2,0,0,0,0,2,0,0.5,0.667,1.5,S. PerezC-1B,4,0,2,2,0,0,0,0.375,0.375,0.375
342,C. Santana1B,3,0,0,1,0,0,1,0.143,0.222,0.143,M. Massey2B,4,0,1,0,0,0,0,0.286,0.25,0.286
343,N. JonesRF,4,1,1,0,0,0,1,0.25,0.25,0.5,M. MelendezRF,4,0,0,0,0,0,1,0,0,0
344,L. ThomasCF,4,0,1,0,0,0,1,0.222,0.222,0.222,M. Garcia3B,4,1,2,1,1,0,0,0.5,0.5,1
345,B. NaylorC,3,0,1,1,0,0,0,0.286,0.286,0.286,C. Biggio1B,3,0,1,0,0,0,0,0.2,0.333,0.2
346,D. Schneemann2B,3,0,0,0,0,0,2,0,0,0,D. BlancoPR,0,1,0,0,0,0,0,0,0,0
347,B. RocchioSS,3,0,1,0,0,0,0,0.167,0.286,0.167,F. FerminC,1,0,0,0,0,0,1,0,0,0
348,team,28,3,5,3,1,4,5,,,,K. IsbelCF,3,1,1,0,0,0,1,0.333,0.333,0.5
349,,,,,,,,,,,,team,33,4,10,4,1,2,4,,,
350,gameId: 401694939,,,,,,,,,,,,,,,,,,,,,
351,M. WallnerRF,4,0,0,0,0,0,1,0,0.111,0,L. NootbaarLF,3,1,2,2,0,1,0,0.571,0.667,1
352,C. CorreaSS,4,0,0,0,0,0,0,0,0,0,W. Contreras1B,5,0,0,0,0,0,3,0,0,0
353,B. BuxtonCF,4,0,0,0,0,0,2,0,0,0,B. Donovan2B,4,0,1,1,0,0,0,0.375,0.333,0.375
354,T. LarnachLF,3,1,1,0,0,0,0,0.5,0.571,0.5,N. Arenado3B,4,1,2,1,0,1,1,0.5,0.556,1
355,T. France1B,3,0,0,0,0,0,0,0.143,0.143,0.143,A. BurlesonDH,3,1,0,0,0,1,0,0.143,0.25,0.143
356,M. GasperDH,3,0,1,0,0,0,0,0.333,0.333,0.333,I. HerreraC,4,1,2,1,0,0,2,0.571,0.625,0.857
357,W. Castro2B,3,0,1,1,0,0,0,0.333,0.429,0.667,P. PagesC,0,0,0,0,0,0,0,0,0,0
358,J. Miranda3B,3,0,0,0,0,0,0,0.143,0.143,0.143,J. WalkerRF,2,0,1,0,0,1,0,0.4,0.625,0.4
359,C. VazquezC,3,0,0,0,0,0,0,0,0,0,M. SianiCF,0,0,0,0,0,0,0,0,0,0
360,team,30,1,3,1,0,0,3,,,,V. Scott IICF-RF,4,1,2,0,0,0,2,0.25,0.25,0.25
361,,,,,,,,,,,,M. WinnSS,3,0,0,0,0,1,2,0,0.143,0
362,,,,,,,,,,,,team,32,5,10,5,0,5,10,,,
363,gameId: 401694940,,,,,,,,,,,,,,,,,,,,,
364,F. LindorSS,4,0,0,0,0,0,0,0,0.077,0,J. AltuveLF,4,0,2,0,0,0,0,0.455,0.5,0.455
365,J. SotoRF,3,0,1,1,0,1,0,0.333,0.538,0.778,B. Rodgers2B,0,0,0,0,0,0,0,0,0.143,0
366,P. Alonso1B,4,0,0,0,0,0,1,0.111,0.333,0.111,I. Paredes3B,2,1,0,0,0,2,1,0.111,0.333,0.111
367,B. NimmoLF,3,0,0,0,0,1,1,0.182,0.25,0.182,Y. AlvarezDH,4,0,1,1,0,0,1,0.125,0.333,0.25
368,M. Vientos3B,4,0,0,0,0,0,1,0.091,0.167,0.182,C. Walker1B,4,0,0,0,0,0,2,0.083,0.083,0.083
369,J. WinkerDH,2,0,0,0,0,0,0,0.167,0.286,0.167,J. PenaSS,3,1,1,1,1,0,0,0.2,0.273,0.5
370,aS. MartePH-DH,1,0,0,0,0,0,1,0.25,0.4,0.25,V. CaratiniC,3,0,0,0,0,0,0,0,0,0
371,L. TorrensC,2,0,0,0,0,1,1,0.286,0.375,0.571,Z. DezenzoRF,3,0,0,0,0,0,2,0,0,0
372,L. AcunaPR-2B,0,0,0,0,0,0,0,0,0.2,0,J. MeyersCF,0,0,0,0,0,0,0,0.286,0.286,0.286
373,B. Baty2B,3,0,0,0,0,0,2,0,0,0,M. Dubon2B-LF,2,0,0,0,0,1,0,0,0.333,0
374,H. SengerC,0,0,0,0,0,0,0,0,0,0,C. McCormickCF-RF,2,0,1,0,0,1,0,0.5,0.667,0.5
375,J. SiriCF,2,1,0,0,0,1,2,0,0.333,0,team,27,2,5,2,1,4,6,,,
376,team,28,1,1,1,0,4,9,,,,,,,,,,,,,,
377,gameId: 401694941,,,,,,,,,,,,,,,,,,,,,
378,J. ProfarLF,3,0,1,0,0,1,0,0.25,0.308,0.25,F. Tatis Jr.RF,4,0,1,0,0,0,0,0.417,0.417,0.667
379,A. Riley3B,3,0,0,0,0,1,1,0.182,0.308,0.545,L. Arraez1B,4,0,0,0,0,0,0,0,0.091,0
380,M. Olson1B,4,0,1,0,0,0,0,0.222,0.462,0.333,M. Machado3B,2,0,0,0,0,0,0,0.222,0.3,0.444
381,M. OzunaDH,1,0,0,0,0,3,1,0.286,0.615,0.286,J. Iglesias3B,2,0,0,0,0,0,1,0,0,0
382,E. WhitePR,0,0,0,0,0,0,0,0,0,0,J. MerrillCF,2,0,1,0,0,1,1,0.556,0.545,0.556
383,O. Albies2B,4,0,1,0,0,0,0,0.167,0.231,0.417,J. Cronenworth2B,3,1,1,0,0,0,1,0.3,0.364,0.7
384,M. Harris IICF,4,0,0,0,0,0,1,0.083,0.083,0.083,X. BogaertsSS,1,0,0,0,0,1,1,0.25,0.455,0.375
385,D. BaldwinC,4,0,1,0,0,0,1,0.091,0.167,0.091,G. SheetsDH,2,0,0,0,0,0,1,0.286,0.286,0.714
386,O. ArciaSS,3,0,0,0,0,0,1,0.143,0.143,0.143,aY. GurrielPH-DH,1,0,1,1,0,0,0,0.2,0.2,0.2
387,J. KelenicRF,2,0,1,0,0,0,0,0.2,0.2,0.5,J. HeywardLF,3,0,0,0,0,0,1,0,0,0
388,aB. De La CruzPH-RF,1,0,0,0,0,0,0,0,0,0,M. MaldonadoC,3,0,0,0,0,0,1,0.286,0.286,0.286
389,team,29,0,5,0,0,5,5,,,,team,27,1,4,1,0,2,7,,,
390,gameId: 401694942,,,,,,,,,,,,,,,,,,,,,
391,L. ButlerRF,4,0,1,0,0,1,0,0.182,0.357,0.273,V. RoblesRF,4,0,1,0,0,0,2,0.091,0.154,0.182
392,B. RookerDH,5,1,2,1,0,0,1,0.286,0.286,0.5,J. RodriguezCF,2,0,0,0,0,2,2,0.111,0.385,0.111
393,J. BledayCF,3,1,0,0,0,1,0,0.182,0.308,0.182,C. RaleighC,3,0,0,0,0,1,0,0,0.25,0
394,S. LangeliersC,4,1,1,2,1,0,1,0.182,0.25,0.455,R. ArozarenaLF,3,1,0,0,0,1,0,0.111,0.333,0.444
395,T. Soderstrom1B,4,0,1,0,0,0,3,0.417,0.417,1,L. RaleyDH,2,0,0,0,0,0,1,0.167,0.286,0.167
396,M. AndujarLF,4,0,2,1,0,0,0,0.25,0.333,0.25,aM. GarverPH-DH,2,0,0,0,0,0,1,0.2,0.333,0.2
397,L. Urias3B,3,0,0,0,0,0,0,0.25,0.25,1,J. Polanco3B,4,0,1,1,0,0,2,0.5,0.5,0.8
398,aS. BrownPH,1,0,0,0,0,0,0,0,0.5,0,R. Tellez1B,2,1,1,0,0,0,1,0.2,0.333,0.2
399,G. Urshela3B,0,0,0,0,0,0,0,0.143,0.143,0.143,bD. MoorePH-1B,1,0,0,0,0,1,1,0.333,0.5,0.333
400,M. Muncy2B,4,0,1,0,0,0,2,0.167,0.167,0.417,R. Bliss2B,4,0,1,0,0,0,1,0.167,0.375,0.167
401,J. WilsonSS,4,1,1,0,0,0,0,0.273,0.273,0.273,J.P. CrawfordSS,3,0,1,0,0,1,1,0.125,0.3,0.125
402,team,36,4,9,4,1,2,7,,,,team,30,2,5,1,0,6,12,,,
403,gameId: 401694945,,,,,,,,,,,,,,,,,,,,,
404,C. CowserLF,4,0,1,0,0,0,1,0.125,0.222,0.313,B. BichetteSS,3,1,1,0,0,1,0,0.467,0.556,0.6
405,bG. SanchezPH,1,0,0,0,0,0,1,0,0,0,V. Guerrero Jr.1B,4,0,1,0,0,0,1,0.267,0.333,0.333
406,A. RutschmanC,4,0,1,0,0,0,1,0.313,0.389,0.75,A. SantanderDH,3,0,0,0,0,1,2,0.2,0.333,0.2
407,R. O'HearnDH,2,1,2,0,0,1,0,0.4,0.471,0.533,A. Gimenez2B,4,1,1,0,0,0,0,0.25,0.333,0.688
408,aR. LaureanoPH-DH,1,0,0,0,0,0,0,0,0,0,G. SpringerRF,4,0,2,2,0,0,0,0.364,0.462,0.455
409,T. O'NeillRF,4,0,1,0,0,0,1,0.4,0.462,0.7,W. Wagner3B,4,0,0,0,0,0,2,0.308,0.308,0.462
410,C. MullinsCF,4,0,1,0,0,0,1,0.313,0.389,0.688,E. Clement3B,0,0,0,0,0,0,0,0.125,0.125,0.25
411,R. Mountcastle1B,4,0,1,0,0,0,1,0.154,0.154,0.231,A. RodenLF,4,0,1,0,0,0,1,0.2,0.25,0.2
412,J. Holliday2B,4,0,1,0,0,0,3,0.267,0.313,0.467,T. HeinemanC,3,1,1,1,1,0,0,0.333,0.333,1.333
413,R. Urias3B,3,0,1,0,0,1,0,0.364,0.462,0.455,M. StrawCF,3,0,0,0,0,0,0,0,0,0
414,J. MateoSS,3,0,0,0,0,0,1,0,0,0,team,32,3,7,3,1,2,6,,,
415,cH. KjerstadPH,1,0,0,0,0,0,1,0,0.2,0,,,,,,,,,,,
416,team,35,1,9,0,0,2,11,,,,,,,,,,,,,,
417,gameId: 401694946,,,,,,,,,,,,,,,,,,,,,
418,B. Turang2B,3,1,1,0,0,1,0,0.273,0.308,0.545,P. Goldschmidt1B,5,2,3,1,0,0,1,0.417,0.5,0.75
419,J. ChourioLF,4,0,1,0,0,0,2,0.2,0.2,0.267,C. BellingerCF-LF,3,0,0,1,0,0,0,0.4,0.357,0.7
420,I. CollinsLF,0,0,0,0,0,0,0,0.5,0.5,0.75,aP. ReyesPH-RF,1,0,0,0,0,0,0,0,0.2,0
421,C. YelichDH,3,0,0,0,0,0,1,0.1,0.25,0.1,A. JudgeRF,1,4,1,2,1,3,0,0.545,0.643,1.818
422,aV. CapraPH-3B,1,0,0,0,0,0,0,0.286,0.286,0.714,bO. PerazaPH-3B,1,0,0,0,0,0,0,0.5,0.5,2
423,W. ContrerasC,3,1,1,0,0,1,0,0.182,0.25,0.182,J. Chisholm Jr.2B,4,3,3,5,2,0,1,0.417,0.5,1.167
424,E. HaaseC,0,0,0,0,0,0,0,0.5,0.5,0.5,A. VolpeSS,4,0,0,0,0,0,1,0.167,0.286,0.667
425,S. FrelickRF,4,0,2,1,0,0,1,0.455,0.538,0.455,A. WellsC,4,0,0,1,0,0,1,0.2,0.333,0.8
426,J. Bauers1B-P,4,1,1,2,1,0,3,0.4,0.5,1.2,J. DominguezLF,2,0,0,0,0,1,1,0.125,0.364,0.125
427,G. MitchellCF,4,0,0,0,0,0,2,0.2,0.273,0.2,T. GrishamCF,0,0,0,0,0,0,0,0.4,0.571,0.4
428,J. OrtizSS,4,0,0,0,0,0,0,0.154,0.154,0.154,B. RiceDH,4,2,2,1,1,0,0,0.5,0.571,1
429,O. Dunn3B-1B,3,0,0,0,0,0,1,0,0,0,O. Cabrera3B-LF,4,1,2,0,0,0,1,0.375,0.375,0.375
430,team,33,3,6,3,1,2,10,,,,team,33,12,11,11,4,4,6,,,
431,gameId: 401694948,,,,,,,,,,,,,,,,,,,,,
432,K. SchwarberDH,4,0,1,0,0,0,1,0.385,0.467,0.846,C. AbramsSS,4,0,0,0,0,0,1,0.154,0.214,0.154
433,A. Bohm3B,5,0,0,0,0,0,0,0.267,0.313,0.333,J. WoodLF,4,0,0,0,0,0,3,0.167,0.231,0.25
434,B. Harper1B,4,0,1,0,0,0,1,0.308,0.357,0.538,L. Garcia Jr.2B,4,0,0,0,0,0,1,0.25,0.25,0.375
435,N. CastellanosRF,3,0,1,0,0,1,0,0.222,0.462,0.222,K. RuizC,3,2,1,0,0,0,0,0.5,0.545,1.2
436,B. Stott2B,4,0,0,0,0,0,1,0.182,0.308,0.545,N. Lowe1B,4,2,3,2,1,0,1,0.462,0.462,1
